1983,Chicago Bulls|Kansas City Kings
1983,Indiana Pacers|Chicago Bulls
1983,Cleveland Cavaliers|San Diego Clippers
1983,Dallas Mavericks|New Jersey Nets
1983,New York Knicks|Atlanta Hawks
1984,Atlanta Hawks|Washington Bullets
1984,Dallas Mavericks|New Jersey Nets
1984,Cleveland Cavaliers|Golden State Warriors
1984,Portland Trail Blazers|Detroit Pistons
1984,San Diego Clippers|Seattle SuperSonics
1984,Portland Trail Blazers|Indiana Pacers
1984,Portland Trail Blazers|Cleveland Cavaliers
1984,Indiana Pacers|New York Knicks
1984,New York Knicks|Kansas City Kings
1984,Kansas City Kings|Indiana Pacers
1984,Kansas City Kings|Denver Nuggets
1984,Washington Bullets|Milwaukee Bucks
1984,Denver Nuggets|San Diego Clippers
1984,Atlanta Hawks|San Diego Clippers
1984,Portland Trail Blazers|Indiana Pacers
1984,Los Angeles Lakers|San Diego Clippers
1984,Detroit Pistons|San Diego Clippers
1984,Phoenix Suns|Detroit Pistons
1984,Philadelphia 76ers|New Jersey Nets
1984,Kansas City Kings|Seattle SuperSonics
1984,Indiana Pacers|San Diego Clippers
1984,Philadelphia 76ers|San Antonio Spurs
1984,Golden State Warriors|Philadelphia 76ers
1984,Golden State Warriors|San Antonio Spurs
1984,San Antonio Spurs|Denver Nuggets
1984,Kansas City Kings|Chicago Bulls
1984,Portland Trail Blazers|Denver Nuggets
1984,Atlanta Hawks|Detroit Pistons
1984,Washington Bullets|Seattle SuperSonics
1984,San Diego Clippers|Golden State Warriors
1984,Cleveland Cavaliers|Washington Bullets
1984,Philadelphia 76ers|Washington Bullets
1985,Atlanta Hawks|Cleveland Cavaliers
1985,Chicago Bulls|Houston Rockets
1985,Chicago Bulls|Dallas Mavericks
1985,Indiana Pacers|Philadelphia 76ers
1985,Houston Rockets|Indiana Pacers
1985,Los Angeles Clippers|Washington Bullets
1985,Cleveland Cavaliers|New York Knicks
1985,Los Angeles Clippers|Milwaukee Bucks
1985,Houston Rockets|San Antonio Spurs
1985,Boston Celtics|Seattle SuperSonics
1985,Indiana Pacers|New York Knicks
1985,Dallas Mavericks|Indiana Pacers
1985,New York Knicks|San Antonio Spurs
1985,Houston Rockets|Los Angeles Clippers
1985,Kansas City Kings|San Antonio Spurs
1985,Cleveland Cavaliers|San Antonio Spurs
1985,Philadelphia 76ers|San Antonio Spurs
1985,San Antonio Spurs|Utah Jazz
1985,Cleveland Cavaliers|Milwaukee Bucks
1985,Boston Celtics|Dallas Mavericks
1985,Phoenix Suns|Portland Trail Blazers
1985,Golden State Warriors|Washington Bullets
1985,Detroit Pistons|Washington Bullets
1985,Chicago Bulls|San Antonio Spurs
1985,Chicago Bulls|Cleveland Cavaliers
1985,Chicago Bulls|Portland Trail Blazers
1986,Indiana Pacers|Houston Rockets
1986,Sacramento Kings|Milwaukee Bucks
1986,Phoenix Suns|Los Angeles Lakers
1986,Golden State Warriors|New Jersey Nets
1986,Boston Celtics|Indiana Pacers
1986,Boston Celtics|Los Angeles Clippers
1986,Dallas Mavericks|Philadelphia 76ers
1986,Indiana Pacers|Boston Celtics
1986,Philadelphia 76ers|Indiana Pacers
1986,Seattle SuperSonics|San Antonio Spurs
1986,San Antonio Spurs|Chicago Bulls
1986,Los Angeles Clippers|Dallas Mavericks
1986,Cleveland Cavaliers|Indiana Pacers
1986,Philadelphia 76ers|Washington Bullets
1986,Portland Trail Blazers|Los Angeles Clippers
1986,Cleveland Cavaliers|Atlanta Hawks
1986,San Antonio Spurs|Utah Jazz
1986,Philadelphia 76ers|Washington Bullets
1986,Cleveland Cavaliers|Philadelphia 76ers
1986,Portland Trail Blazers|Chicago Bulls
1986,Los Angeles Lakers|Atlanta Hawks
1986,Dallas Mavericks|Cleveland Cavaliers
1986,San Antonio Spurs|Portland Trail Blazers
1987,Milwaukee Bucks|Seattle SuperSonics
1987,Dallas Mavericks|Seattle SuperSonics
1987,New Jersey Nets|Washington Bullets
1987,Sacramento Kings|Los Angeles Clippers
1987,Detroit Pistons|Chicago Bulls
1987,Utah Jazz|Detroit Pistons
1987,Dallas Mavericks|Washington Bullets
1987,Chicago Bulls|Indiana Pacers
1987,Utah Jazz|Boston Celtics
1987,Seattle SuperSonics|Philadelphia 76ers
1987,Detroit Pistons|Seattle SuperSonics
1987,Seattle SuperSonics|Indiana Pacers
1987,New York Knicks|Denver Nuggets
1987,Houston Rockets|Chicago Bulls
1987,Denver Nuggets|Milwaukee Bucks
1987,Chicago Bulls|New York Knicks
1987,Washington Bullets|New Jersey Nets
1987,Milwaukee Bucks|Portland Trail Blazers
1987,Seattle SuperSonics|New York Knicks
1987,Cleveland Cavaliers|Houston Rockets
1987,San Antonio Spurs|Portland Trail Blazers
1987,Chicago Bulls|Philadelphia 76ers
1987,Los Angeles Clippers|Houston Rockets
1987,Los Angeles Clippers|Detroit Pistons
1987,Chicago Bulls|Los Angeles Clippers
1987,Los Angeles Lakers|San Antonio Spurs
1987,Cleveland Cavaliers|Chicago Bulls
1987,Phoenix Suns|Detroit Pistons
1987,Sacramento Kings|Phoenix Suns
1987,Milwaukee Bucks|Indiana Pacers
1987,San Antonio Spurs|Chicago Bulls
1987,Seattle SuperSonics|Chicago Bulls
1988,Utah Jazz|Cleveland Cavaliers
1988,New Jersey Nets|Cleveland Cavaliers
1988,Portland Trail Blazers|Golden State Warriors
1988,New York Knicks|Sacramento Kings
1988,Boston Celtics|Seattle SuperSonics
1988,Cleveland Cavaliers|Phoenix Suns
1988,Detroit Pistons|New York Knicks
1988,Washington Bullets|Denver Nuggets
1988,Atlanta Hawks|New Jersey Nets
1988,Houston Rockets|Golden State Warriors
1988,New York Knicks|Chicago Bulls
1988,San Antonio Spurs|Milwaukee Bucks
1988,Utah Jazz|Detroit Pistons
1988,Golden State Warriors|Houston Rockets
1988,Atlanta Hawks|Sacramento Kings
1988,Golden State Warriors|Atlanta Hawks
1988,Milwaukee Bucks|Golden State Warriors
1988,New Jersey Nets|Philadelphia 76ers
1988,Boston Celtics|Portland Trail Blazers
1988,Phoenix Suns|Detroit Pistons
1988,Cleveland Cavaliers|Phoenix Suns
1988,Milwaukee Bucks|Phoenix Suns
1988,Chicago Bulls|Seattle SuperSonics
1988,Washington Bullets|Golden State Warriors
1988,Charlotte Hornets|Utah Jazz
1988,Miami Heat|Milwaukee Bucks
1988,Miami Heat|Cleveland Cavaliers
1988,New York Knicks|Chicago Bulls
1988,Sacramento Kings|Atlanta Hawks
1988,Los Angeles Clippers|Seattle SuperSonics
1988,Los Angeles Clippers|Philadelphia 76ers
1988,Denver Nuggets|San Antonio Spurs
1989,Houston Rockets|Charlotte Hornets
1989,San Antonio Spurs|Philadelphia 76ers
1989,San Antonio Spurs|New Jersey Nets
1989,Indiana Pacers|Philadelphia 76ers
1989,Milwaukee Bucks|Seattle SuperSonics
1989,Houston Rockets|Washington Bullets
1989,Houston Rockets|Sacramento Kings
1989,Sacramento Kings|New Jersey Nets
1989,New Jersey Nets|Houston Rockets
1989,Los Angeles Lakers|San Antonio Spurs
1989,San Antonio Spurs|Golden State Warriors
1989,Phoenix Suns|Chicago Bulls
1989,Detroit Pistons|Indiana Pacers
1989,San Antonio Spurs|Denver Nuggets
1989,Dallas Mavericks|Detroit Pistons
1989,Sacramento Kings|Indiana Pacers
1989,Dallas Mavericks|Indiana Pacers
1989,Boston Celtics|Sacramento Kings
1989,Portland Trail Blazers|New York Knicks
1989,San Antonio Spurs|Milwaukee Bucks
1989,Portland Trail Blazers|New Jersey Nets
1989,Chicago Bulls|Seattle SuperSonics
1989,Seattle SuperSonics|Golden State Warriors
1989,Chicago Bulls|Orlando Magic
1989,Indiana Pacers|Charlotte Hornets
1989,Detroit Pistons|Phoenix Suns
1990,Golden State Warriors|Seattle SuperSonics
1990,Philadelphia 76ers|San Antonio Spurs
1990,Cleveland Cavaliers|Phoenix Suns
1990,Charlotte Hornets|Denver Nuggets
1990,Golden State Warriors|Sacramento Kings
1990,Golden State Warriors|Miami Heat
1990,Boston Celtics|New Jersey Nets
1990,Chicago Bulls|Phoenix Suns
1990,Charlotte Hornets|Portland Trail Blazers
1990,Dallas Mavericks|Milwaukee Bucks
1990,Minnesota Timberwolves|Philadelphia 76ers
1990,Cleveland Cavaliers|Los Angeles Clippers
1990,Charlotte Hornets|Phoenix Suns
1990,Milwaukee Bucks|Minnesota Timberwolves
1990,Atlanta Hawks|Sacramento Kings
1990,Denver Nuggets|New Jersey Nets
1990,Cleveland Cavaliers|New Jersey Nets
1990,Cleveland Cavaliers|Houston Rockets
1990,New York Knicks|San Antonio Spurs
1990,Golden State Warriors|San Antonio Spurs
1990,Golden State Warriors|Los Angeles Clippers
1990,Charlotte Hornets|New York Knicks
1990,Minnesota Timberwolves|Seattle SuperSonics
1990,Charlotte Hornets|Cleveland Cavaliers
1990,Dallas Mavericks|Denver Nuggets
1990,Denver Nuggets|Miami Heat
1990,Minnesota Timberwolves|Philadelphia 76ers
1990,Sacramento Kings|Washington Bullets|Utah Jazz
1990,New Jersey Nets|Orlando Magic
1990,Chicago Bulls|New Jersey Nets
1990,Dallas Mavericks|Sacramento Kings
1990,Atlanta Hawks|Golden State Warriors
1990,Miami Heat|Sacramento Kings
1990,Cleveland Cavaliers|Phoenix Suns
1990,Houston Rockets|Miami Heat
1991,Portland Trail Blazers|Sacramento Kings
1991,Golden State Warriors|Philadelphia 76ers
1991,Milwaukee Bucks|San Antonio Spurs
1991,Denver Nuggets|Milwaukee Bucks
1991,Denver Nuggets|Los Angeles Lakers
1991,Los Angeles Lakers|San Antonio Spurs
1991,Golden State Warriors|Los Angeles Lakers
1991,Atlanta Hawks|Houston Rockets
1991,Denver Nuggets|Detroit Pistons
1991,Phoenix Suns|Washington Bullets
1991,Chicago Bulls|Miami Heat
1991,Denver Nuggets|Seattle SuperSonics
1991,Philadelphia 76ers|Phoenix Suns
1991,Sacramento Kings|Washington Bullets
1991,Orlando Magic|San Antonio Spurs
1991,Minnesota Timberwolves|Philadelphia 76ers
1991,Phoenix Suns|Seattle SuperSonics
1991,Charlotte Hornets|Philadelphia 76ers
1991,Milwaukee Bucks|New Jersey Nets
1991,Denver Nuggets|New Jersey Nets|Portland Trail Blazers
1991,Charlotte Hornets|Sacramento Kings
1991,Milwaukee Bucks|Seattle SuperSonics
1991,Los Angeles Clippers|Seattle SuperSonics
1991,Denver Nuggets|Washington Bullets
1991,Atlanta Hawks|Los Angeles Clippers
1991,Golden State Warriors|Portland Trail Blazers
1991,Cleveland Cavaliers|Houston Rockets
1991,Denver Nuggets|Los Angeles Clippers
1992,Sacramento Kings|Atlanta Hawks
1992,Atlanta Hawks|Denver Nuggets|Milwaukee Bucks
1992,Los Angeles Clippers|New York Knicks
1992,Denver Nuggets|Detroit Pistons
1992,Detroit Pistons|Los Angeles Clippers
1992,Washington Bullets|Detroit Pistons
1992,Sacramento Kings|San Antonio Spurs
1992,New York Knicks|Phoenix Suns
1992,Seattle SuperSonics|Los Angeles Lakers
1992,Atlanta Hawks|New York Knicks
1992,Golden State Warriors|Sacramento Kings
1992,Chicago Bulls|Sacramento Kings
1992,Minnesota Timberwolves|Utah Jazz
1992,Miami Heat|Boston Celtics
1992,Charlotte Hornets|Washington Bullets
1992,Dallas Mavericks|New York Knicks
1992,Los Angeles Lakers|Milwaukee Bucks
1992,Philadelphia 76ers|Phoenix Suns
1992,Utah Jazz|Milwaukee Bucks
1992,Detroit Pistons|Los Angeles Clippers
1992,Dallas Mavericks|New York Knicks
1993,Portland Trail Blazers|Milwaukee Bucks
1993,Milwaukee Bucks|San Antonio Spurs
1993,Chicago Bulls|Orlando Magic
1993,Milwaukee Bucks|Orlando Magic
1993,Minnesota Timberwolves|Indiana Pacers
1993,Detroit Pistons|Miami Heat
1993,Minnesota Timberwolves|New York Knicks
1993,Chicago Bulls|Dallas Mavericks|Golden State Warriors
1993,Los Angeles Clippers|New York Knicks|Orlando Magic
1993,Minnesota Timberwolves|Houston Rockets
1993,Houston Rockets|San Antonio Spurs
1993,Los Angeles Clippers|Washington Bullets
1993,Philadelphia 76ers|New Jersey Nets
1993,Portland Trail Blazers|Denver Nuggets
1993,New Jersey Nets|Atlanta Hawks
1993,Minnesota Timberwolves|Detroit Pistons
1993,Sacramento Kings|Seattle SuperSonics
1993,Cleveland Cavaliers|Orlando Magic
1993,Boston Celtics|Milwaukee Bucks
1993,San Antonio Spurs|Charlotte Hornets
1993,Seattle SuperSonics|Los Angeles Lakers
1993,Golden State Warriors|Chicago Bulls
1993,Milwaukee Bucks|Detroit Pistons
1993,Los Angeles Lakers|New Jersey Nets
1993,Portland Trail Blazers|Washington Bullets
1993,Utah Jazz|Minnesota Timberwolves
1993,Houston Rockets|Dallas Mavericks
1993,Orlando Magic|Golden State Warriors
1993,Denver Nuggets|Golden State Warriors
1994,Golden State Warriors|Cleveland Cavaliers
1994,Portland Trail Blazers|Houston Rockets
1994,Denver Nuggets|Orlando Magic
1994,Seattle SuperSonics|Charlotte Hornets
1994,Charlotte Hornets|Philadelphia 76ers
1994,San Antonio Spurs|Detroit Pistons
1994,Indiana Pacers|Philadelphia 76ers
1994,Seattle SuperSonics|Indiana Pacers
1994,Minnesota Timberwolves|Chicago Bulls
1994,Phoenix Suns|San Antonio Spurs
1994,Denver Nuggets|Detroit Pistons
1994,Charlotte Hornets|New Jersey Nets
1994,Dallas Mavericks|New York Knicks
1994,Milwaukee Bucks|Orlando Magic
1994,Sacramento Kings|Detroit Pistons
1994,Chicago Bulls|Minnesota Timberwolves
1994,Milwaukee Bucks|Charlotte Hornets
1994,Philadelphia 76ers|Utah Jazz
1994,Los Angeles Clippers|Atlanta Hawks
1994,Milwaukee Bucks|Atlanta Hawks
1994,Seattle SuperSonics|Minnesota Timberwolves
1994,Milwaukee Bucks|Boston Celtics
1994,Los Angeles Clippers|Indiana Pacers
1995,Golden State Warriors|Los Angeles Lakers
1995,Golden State Warriors|Seattle SuperSonics
1995,Detroit Pistons|San Antonio Spurs
1995,Philadelphia 76ers|Detroit Pistons
1995,Orlando Magic|Washington Bullets
1995,Phoenix Suns|Detroit Pistons
1995,Washington Bullets|Charlotte Hornets
1995,Utah Jazz|Atlanta Hawks
1995,Phoenix Suns|Los Angeles Lakers
1995,Los Angeles Lakers|New York Knicks
1995,Dallas Mavericks|Minnesota Timberwolves
1995,Golden State Warriors|Miami Heat
1995,Miami Heat|Atlanta Hawks
1995,Washington Bullets|Golden State Warriors
1995,Boston Celtics|Utah Jazz
1995,Portland Trail Blazers|Houston Rockets
1995,Golden State Warriors|Minnesota Timberwolves
1995,Houston Rockets|Dallas Mavericks
1995,Miami Heat|Cleveland Cavaliers
1995,Seattle SuperSonics|Charlotte Hornets
1995,Portland Trail Blazers|Detroit Pistons
1995,Washington Bullets|Miami Heat
1995,Los Angeles Clippers|Denver Nuggets
1995,Portland Trail Blazers|Milwaukee Bucks
1995,Milwaukee Bucks|Seattle SuperSonics
1995,Atlanta Hawks|Sacramento Kings
1996,New York Knicks|Miami Heat
1996,Toronto Raptors|Golden State Warriors
1996,Sacramento Kings|Seattle SuperSonics
1996,Los Angeles Clippers|Denver Nuggets
1996,Portland Trail Blazers|Detroit Pistons
1996,Cleveland Cavaliers|Washington Bullets
1996,Chicago Bulls|San Antonio Spurs
1996,Phoenix Suns|Cleveland Cavaliers
1996,Washington Bullets|Milwaukee Bucks
1996,Washington Bullets|Denver Nuggets
1996,Orlando Magic|Vancouver Grizzlies
1996,Charlotte Hornets|Miami Heat
1996,Milwaukee Bucks|Boston Celtics
1996,Vancouver Grizzlies|Milwaukee Bucks
1996,Philadelphia 76ers|New Jersey Nets
1996,Vancouver Grizzlies|Minnesota Timberwolves
1996,New Jersey Nets|Charlotte Hornets
1996,San Antonio Spurs|New York Knicks
1996,Toronto Raptors|New York Knicks
1996,Golden State Warriors|Miami Heat
1996,Sacramento Kings|Miami Heat
1996,Minnesota Timberwolves|Atlanta Hawks
1996,Toronto Raptors|Philadelphia 76ers
1996,Miami Heat|Phoenix Suns
1996,Vancouver Grizzlies|Orlando Magic
1996,Denver Nuggets|Sacramento Kings
1996,Indiana Pacers|Denver Nuggets
1996,Houston Rockets|Vancouver Grizzlies
1996,Boston Celtics|Dallas Mavericks
1996,Atlanta Hawks|Seattle SuperSonics
1996,Utah Jazz|Miami Heat
1996,Minnesota Timberwolves|Milwaukee Bucks
1996,Seattle SuperSonics|Detroit Pistons
1996,Dallas Mavericks|Minnesota Timberwolves. Minnesota removed the 2nd overall draft pick through 6th overall draft pick protection on the 1st round draft pick obtained
1997,Los Angeles Lakers|Charlotte Hornets
1997,Minnesota Timberwolves|Milwaukee Bucks
1997,Charlotte Hornets|New York Knicks
1997,Atlanta Hawks|Detroit Pistons
1997,Washington Bullets|Portland Trail Blazers
1997,Seattle SuperSonics|New Jersey Nets
1997,Los Angeles Lakers|Vancouver Grizzlies
1997,Dallas Mavericks|Toronto Raptors
1997,Portland Trail Blazers|Minnesota Timberwolves
1997,New York Knicks|Toronto Raptors
1997,Orlando Magic|Utah Jazz
1997,Phoenix Suns|Houston Rockets
1997,Milwaukee Bucks|Phoenix Suns
1997,Orlando Magic|Golden State Warriors
1997,New Jersey Nets|Indiana Pacers
1997,Phoenix Suns|Milwaukee Bucks
1997,Phoenix Suns|Dallas Mavericks
1997,Los Angeles Lakers|Phoenix Suns
1997,Detroit Pistons|Portland Trail Blazers
1997,Dallas Mavericks|Miami Heat
1997,New Jersey Nets|Dallas Mavericks
1997,Indiana Pacers|Denver Nuggets
1997,New Jersey Nets|Los Angeles Lakers
1997,Charlotte Hornets|Golden State Warriors
1997,Charlotte Hornets|Denver Nuggets
1997,Denver Nuggets|Indiana Pacers
1997,Milwaukee Bucks|Toronto Raptors
1997,Boston Celtics|Miami Heat
1997,Milwaukee Bucks|Denver Nuggets
1997,Los Angeles Clippers|Minnesota Timberwolves
1997,Portland Trail Blazers|Dallas Mavericks
1997,Philadelphia 76ers|Los Angeles Clippers
1997,Denver Nuggets|Seattle SuperSonics
1997,Denver Nuggets|Orlando Magic
1997,Philadelphia 76ers|New Jersey Nets
1998,Detroit Pistons|Vancouver Grizzlies
1998,Sacramento Kings|Miami Heat
1998,Indiana Pacers|Golden State Warriors
1998,Boston Celtics|Denver Nuggets
1998,Golden State Warriors|Chicago Bulls
1998,Dallas Mavericks|Orlando Magic
1998,Cleveland Cavaliers|Milwaukee Bucks
1998,Atlanta Hawks|Denver Nuggets
1998,Cleveland Cavaliers|Phoenix Suns|Denver Nuggets
1998,Seattle SuperSonics|Denver Nuggets
1998,New York Knicks|Portland Trail Blazers|Toronto Raptors
1998,Cleveland Cavaliers|Denver Nuggets
1998,New York Knicks|Boston Celtics
1998,Houston Rockets|Vancouver Grizzlies
1998,Boston Celtics|Vancouver Grizzlies
1998,Golden State Warriors|Orlando Magic
1998,Golden State Warriors|Charlotte Hornets
1998,Phoenix Suns|Philadelphia 76ers
1998,Detroit Pistons|Philadelphia 76ers
1998,Seattle SuperSonics|Philadelphia 76ers
1998,Toronto Raptors|Portland Trail Blazers
1998,Philadelphia 76ers|Golden State Warriors
1998,Toronto Raptors|Boston Celtics
1998,Phoenix Suns|Dallas Mavericks
1998,Sacramento Kings|Vancouver Grizzlies
1998,Vancouver Grizzlies|Minnesota Timberwolves
1998,Miami Heat|Los Angeles Clippers
1998,New Jersey Nets|Orlando Magic
1998,Chicago Bulls|Golden State Warriors
1998,Philadelphia 76ers|New York Knicks
1998,Sacramento Kings|Washington Wizards
1998,Toronto Raptors|Houston Rockets
1998,Denver Nuggets|Los Angeles Lakers
1998,Golden State Warriors|Toronto Raptors
1998,Vancouver Grizzlies|San Antonio Spurs
1998,Utah Jazz|Philadelphia 76ers
1998,Phoenix Suns|Dallas Mavericks
1998,Milwaukee Bucks|Dallas Mavericks
1998,Chicago Bulls|Atlanta Hawks
1998,Toronto Raptors|New York Knicks
1999,Los Angeles Lakers|Boston Celtics
1999,Denver Nuggets|Minnesota Timberwolves|Toronto Raptors
1999,New York Knicks|Golden State Warriors
1999,Chicago Bulls|San Antonio Spurs
1999,New Jersey Nets|Seattle SuperSonics
1999,Orlando Magic|Denver Nuggets
1999,Houston Rockets|Philadelphia 76ers
1999,Houston Rockets|Chicago Bulls
1999,Detroit Pistons|Portland Trail Blazers
1999,Atlanta Hawks|Detroit Pistons
1999,Milwaukee Bucks|Chicago Bulls
1999,Phoenix Suns|Chicago Bulls
1999,Golden State Warriors|Utah Jazz
1999,Charlotte Hornets|Los Angeles Lakers
1999,Milwaukee Bucks|Minnesota Timberwolves|New Jersey Nets
1999,Boston Celtics|Cleveland Cavaliers
1999,Milwaukee Bucks|Philadelphia 76ers
1999,Houston Rockets|Vancouver Grizzlies
1999,Philadelphia 76ers|New York Knicks
1999,Atlanta Hawks|Golden State Warriors
1999,Dallas Mavericks|San Antonio Spurs
1999,Indiana Pacers|Golden State Warriors
1999,Seattle SuperSonics|Orlando Magic
1999,Atlanta Hawks|Philadelphia 76ers
2000,Indiana Pacers|Toronto Raptors
2000,Portland Trail Blazers|Atlanta Hawks
2000,Sacramento Kings|Orlando Magic
2000,Denver Nuggets|Boston Celtics
2000,Cleveland Cavaliers|Los Angeles Clippers
2000,Phoenix Suns|Orlando Magic
2000,Los Angeles Clippers|Atlanta Hawks
2000,Orlando Magic|Washington Wizards
2000,Chicago Bulls|Seattle SuperSonics
2000,Orlando Magic|Philadelphia 76ers
